# catalog of /Users/jim/work/tika4all
# 332 files scanned
# by media type:
#   application/json: 181
#   text/x-python: 72
#   text/plain: 42
#   application/octet-stream: 14
#   text/markdown: 12
#   application/x-sh: 4
#   application/pdf: 3
#   application/x-memvid: 1
#   text/csv: 1
#   application/x-sqlite3: 1
#   application/xml: 1
# by facet:
#   json: 181
#   python: 72
#   text: 41
#   unknown: 14
#   markdown: 12
#   shell: 4
#   pdf: 3
#   log: 1
#   memvid: 1
#   csv: 1
#   sqlite: 1
#   xml: 1
path	media_type	facet	confidence	projections	size_bytes
/Users/jim/work/tika4all/lex_mercatoria_corpus/kjv_1611/The_Second_Book_of_Samuel.txt	text/plain	text	0.90	4	49
/Users/jim/work/tika4all/lex_mercatoria_corpus/kjv_1611/The_Second_Book_of_the_Chronicles.txt	text/plain	text	0.90	4	190324
/Users/jim/work/tika4all/lex_mercatoria_corpus/kjv_1611/The_Second_Book_of_the_Kings.txt	text/plain	text	0.90	4	128127
/Users/jim/work/tika4all/lex_mercatoria_corpus/kjv_1611/The_Third_Book_of_Moses_Called_Leviticus.txt	text/plain	text	0.90	4	478568
/Users/jim/work/tika4all/lex_mercatoria_corpus/kjv_1611/The_Third_Book_of_the_Kings.txt	text/plain	text	0.90	4	135043
/Users/jim/work/tika4all/lex_mercatoria_corpus/kjv_1611/kjv_bible.txt	text/plain	text	0.90	4	4436268
/Users/jim/work/tika4all/markdown_generator.py	text/x-python	python	0.90	3	18226
/Users/jim/work/tika4all/memvid_archive/curation_log.json	application/json	json	0.90	2	2741
/Users/jim/work/tika4all/memvid_archive/memvid_78a501f0b5c0516e.py	text/x-python	python	0.90	3	183
/Users/jim/work/tika4all/memvid_entropic_bridge.py	text/x-python	python	0.90	3	12582
/Users/jim/work/tika4all/memvid_hub.py	text/x-python	python	0.90	3	1623
/Users/jim/work/tika4all/memvid_lex_curator.py	text/x-python	python	0.90	3	11519
/Users/jim/work/tika4all/memvid_production_ready.py	text/x-python	python	0.90	3	1743
/Users/jim/work/tika4all/memvid_tika_integration.py	text/x-python	python	0.90	3	707
/Users/jim/work/tika4all/memvids/corpus.py	text/x-python	python	0.90	3	278
/Users/jim/work/tika4all/memvids/memvid_0a391d931b11.json	application/json	json	0.90	2	2121663
/Users/jim/work/tika4all/memvids/memvid_0d5d0097e618.json	application/json	json	0.90	2	650707
/Users/jim/work/tika4all/memvids/memvid_0fcab360b6b3.json	application/json	json	0.90	2	21562
/Users/jim/work/tika4all/memvids/memvid_16ddc9974bf1.json	application/json	json	0.90	2	273213
/Users/jim/work/tika4all/memvids/memvid_1dfe1ebde52d.json	application/json	json	0.90	2	5320034
/Users/jim/work/tika4all/memvids/memvid_228d4243b6a8.json	application/json	json	0.90	2	256152
/Users/jim/work/tika4all/memvids/memvid_38cba67ff669.json	application/json	json	0.90	2	21437
/Users/jim/work/tika4all/memvids/memvid_3d963921b8ed.json	application/json	json	0.90	2	1066
/Users/jim/work/tika4all/memvids/memvid_4bb4f949361d.json	application/json	json	0.90	2	6961843
/Users/jim/work/tika4all/memvids/memvid_83d5e2345d19.json	application/json	json	0.90	2	442869
/Users/jim/work/tika4all/memvids/memvid_c703b77f8ee1.json	application/json	json	0.90	2	3960
/Users/jim/work/tika4all/memvids/memvid_ca94423d0730.json	application/json	json	0.90	2	38854
/Users/jim/work/tika4all/memvids/memvid_d0eb71abef07.json	application/json	json	0.90	2	15697
/Users/jim/work/tika4all/memvids/memvid_d3f77f17538d.json	application/json	json	0.90	2	1068
/Users/jim/work/tika4all/memvids/memvid_e1069472075c.json	application/json	json	0.90	2	242940
/Users/jim/work/tika4all/memvids/memvid_fa851502aaf8.json	application/json	json	0.90	2	100394
/Users/jim/work/tika4all/memvids/patrickdevine.memvid	application/x-memvid	memvid	0.90	1	225
/Users/jim/work/tika4all/memvids/patrickdevine.py	text/x-python	python	0.90	3	309
/Users/jim/work/tika4all/model_card_evaluator.py	text/x-python	python	0.90	3	39697
/Users/jim/work/tika4all/model_card_evaluator.py,	application/octet-stream	unknown	0.90	1	0
/Users/jim/work/tika4all/model_manager.py	text/x-python	python	0.90	3	17583
/Users/jim/work/tika4all/models.csv	text/csv	csv	0.90	2	1135
/Users/jim/work/tika4all/nim_ocr_output.md	text/markdown	markdown	0.90	4	0
/Users/jim/work/tika4all/not	application/octet-stream	unknown	0.90	1	0
/Users/jim/work/tika4all/ocr_jobs.db	application/x-sqlite3	sqlite	0.90	2	28672
/Users/jim/work/tika4all/ocr_worker.py	text/x-python	python	0.90	3	6551
/Users/jim/work/tika4all/our	application/octet-stream	unknown	0.90	1	0
/Users/jim/work/tika4all/patricia_trie_cache.py	text/x-python	python	0.90	3	13333
/Users/jim/work/tika4all/patrick_devine_extractor.py	text/x-python	python	0.90	3	1095
/Users/jim/work/tika4all/pdf_processor.py	text/x-python	python	0.90	3	10424
/Users/jim/work/tika4all/persistent_taxonomical_analyzer.py	text/x-python	python	0.90	3	13779
/Users/jim/work/tika4all/production_archive_processor.py	text/x-python	python	0.90	3	13626
/Users/jim/work/tika4all/production_audio_processor.py	text/x-python	python	0.90	3	12849
/Users/jim/work/tika4all/production_memvid_density_sampler.py	text/x-python	python	0.90	3	19571
/Users/jim/work/tika4all/project_context.json	application/json	json	0.90	2	318
/Users/jim/work/tika4all/provider_key_manager.py	text/x-python	python	0.90	3	17031
/Users/jim/work/tika4all/quota_reporter.py	text/x-python	python	0.90	3	1951
/Users/jim/work/tika4all/remove_kjv_specialization.py	text/x-python	python	0.90	3	11081
/Users/jim/work/tika4all/requirements.txt	text/plain	text	0.90	4	135
/Users/jim/work/tika4all/results/admiralty_test_results.json	application/json	json	0.90	2	8298
/Users/jim/work/tika4all/secure_key_manager.py	text/x-python	python	0.90	3	8839
/Users/jim/work/tika4all/simple_archive_ingester.py	text/x-python	python	0.90	3	3000
/Users/jim/work/tika4all/simple_srdf_factory.py	text/x-python	python	0.90	3	29938
/Users/jim/work/tika4all/soc_turn_detection_processor.py	text/x-python	python	0.90	3	19972
/Users/jim/work/tika4all/srdf_model_factory.py	text/x-python	python	0.90	3	15850
/Users/jim/work/tika4all/srdf_model_spigot.py	text/x-python	python	0.90	3	10636
/Users/jim/work/tika4all/srdf_paper.pdf	application/pdf	pdf	0.90	3	5924939
/Users/jim/work/tika4all/srdf_paper_analysis.md	text/markdown	markdown	0.90	4	6900
/Users/jim/work/tika4all/srdf_usage_example.py	text/x-python	python	0.90	3	4220
/Users/jim/work/tika4all/start_divine_ingest.py	text/x-python	python	0.90	3	8698
/Users/jim/work/tika4all/steady_queue.py	text/x-python	python	0.90	3	1278
/Users/jim/work/tika4all/streaming_zip_handler.py	text/x-python	python	0.90	3	59
/Users/jim/work/tika4all/sustained_ingest_queue.py	text/x-python	python	0.90	3	17688
/Users/jim/work/tika4all/table_extractor.py	text/x-python	python	0.90	3	13482
/Users/jim/work/tika4all/taxonomical_analyzer.py	text/x-python	python	0.90	3	17786
/Users/jim/work/tika4all/telegram_source_reader.py	text/x-python	python	0.90	3	15878
/Users/jim/work/tika4all/test.pdf	application/pdf	pdf	0.90	3	233628
/Users/jim/work/tika4all/test_basic_processing.py	text/x-python	python	0.90	3	8716
/Users/jim/work/tika4all/test_output.md	text/markdown	markdown	0.90	4	536
/Users/jim/work/tika4all/the_hopper_production.py	text/x-python	python	0.90	3	16218
/Users/jim/work/tika4all/tika-config.xml	application/xml	xml	0.90	2	579
/Users/jim/work/tika4all/tika_data_flywheel.py	text/x-python	python	0.90	3	64467
/Users/jim/work/tika4all/tika_launcher.sh	application/x-sh	shell	0.90	2	2703
/Users/jim/work/tika4all/tika_memvid_complete_integration.py	text/x-python	python	0.90	3	23531
/Users/jim/work/tika4all/tika_nim_launcher.sh	application/x-sh	shell	0.90	2	12513
/Users/jim/work/tika4all/tinydiarize_model_cache.py	text/x-python	python	0.90	3	3899
/Users/jim/work/tika4all/to	application/octet-stream	unknown	0.90	1	0
/Users/jim/work/tika4all/video_barcode_storage.py	text/x-python	python	0.90	3	9946
/Users/jim/work/tika4all/vttclean.py	text/x-python	python	0.90	3	2217
/Users/jim/work/tika4all/whisper_auto_models.py	text/x-python	python	0.90	3	8782
/Users/jim/work/tika4all/whisper_cpp_ttdrz_cache.sh	application/x-sh	shell	0.90	2	3921
/Users/jim/work/tika4all/whisper_diarize_processor.py	text/x-python	python	0.90	3	16667
/Users/jim/work/tika4all/zai_client.py	text/x-python	python	0.90	3	6902
/Users/jim/work/tika4all/zip_range_extractor.py	text/x-python	python	0.90	3	701
